STATE,CLUSTER,HOMEOWNR,GENDER,DATASRCE,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B,MINRDATE_MM,MAXRDATE_MM,LASTDATE_MM,FIRSTDATE_MM,HV3,HV4,ANC6,MHUC2,HPHONE_D,RFA_2F
CA,28,H,F,2,G,A,C,2,11,9,12,1,8,8,0,3,0,3
other,22,H,M,3,F,D,C,1,11,3,3,11,3,2,0,2,0,1
WA,1,H,F,3,G,A,U,1,9,6,9,9,4,5,0,0,0,2
FL,15,U,M,1,D,B,S,1,7,3,7,3,4,4,0,5,1,3
CA,30,H,F,3,G,A,C,3,2,4,5,10,6,5,0,2,1,2
other,7,H,F,3,F,B,U,2,10,1,2,10,3,3,0,2,1,2
MI,24,H,F,3,F,B,C,1,1,1,1,1,4,3,0,3,1,1
IN,11,H,M,3,E,B,S,1,9,9,12,9,5,5,3,4,1,3
other,20,H,F,3,E,B,S,2,12,9,9,12,4,4,0,2,1,2
other,31,H,F,3,E,A,C,3,1,2,1,1,4,4,0,2,0,3
TX,19,H,M,2,D,C,S,2,9,2,2,9,3,3,0,2,0,4
NC,22,H,F,3,E,B,C,1,7,12,12,3,5,5,0,2,0,3
TX,36,U,F,3,F,B,T,2,2,2,2,2,2,2,0,2,1,1
MI,21,H,F,3,E,C,S,3,10,1,8,6,4,4,0,3,0,1
CA,48,H,M,2,F,B,R,2,1,4,11,1,3,3,0,2,0,2
WI,49,U,F,3,F,C,R,2,11,12,12,1,2,1,0,2,1,2
other,18,H,F,3,F,B,S,2,2,9,9,2,7,6,0,3,0,1
WA,44,H,M,2,G,B,R,2,10,7,10,7,3,2,0,2,0,2
FL,17,H,F,3,D,A,S,2,12,1,1,10,5,5,0,2,0,4
other,24,U,F,3,F,C,C,1,2,4,4,2,3,3,0,2,1,1
other,46,H,M,3,F,D,R,2,11,12,12,11,2,2,0,3,1,1
NC,44,H,F,3,F,B,R,2,3,12,12,3,3,2,0,3,1,1
other,22,U,F,3,D,B,C,1,11,9,12,9,4,4,0,2,1,3
GA,13,H,F,3,F,A,S,1,11,12,12,10,4,4,0,3,0,2
FL,34,H,M,3,E,B,T,1,10,2,1,10,8,8,1,4,0,4
GA,14,H,F,3,F,A,S,1,2,2,2,2,5,4,0,3,1,1
CA,13,H,F,3,G,B,S,1,9,1,1,9,12,10,0,2,1,2
IN,30,H,M,2,F,B,C,3,3,3,3,9,3,3,1,2,0,3
NC,47,U,M,3,F,D,R,2,1,12,11,9,2,2,0,2,1,1
FL,20,H,M,3,F,A,S,2,11,6,11,6,7,6,1,2,0,2
CA,14,H,F,2,F,A,S,1,1,11,11,9,12,9,0,4,0,2
CA,46,H,F,1,G,B,R,2,9,2,2,9,3,3,0,2,0,2
CA,13,H,F,3,F,A,S,1,7,6,7,6,11,9,0,4,0,1
other,53,U,F,2,F,D,R,3,4,2,2,3,1,1,0,2,0,1
CA,12,H,F,3,G,A,S,1,3,3,11,3,9,10,0,3,0,3
WA,2,U,F,1,D,A,U,1,12,2,12,9,7,7,0,2,1,4
MI,43,H,M,3,F,D,R,2,2,11,11,2,3,2,0,2,1,1
CA,27,H,F,3,F,A,C,2,12,4,12,1,7,7,0,2,1,4
CA,13,H,F,3,G,A,S,1,1,12,12,1,8,8,0,3,0,3
CA,11,H,M,3,F,A,S,1,9,1,1,9,7,7,0,3,1,1
other,23,H,M,3,E,B,C,1,2,11,3,4,3,3,0,3,1,4
IN,39,H,F,3,F,C,T,2,3,9,11,2,4,3,1,2,0,1
TX,40,U,M,2,F,D,T,2,6,6,6,6,3,3,0,3,0,1
CA,2,H,F,2,G,A,U,1,6,7,2,12,6,6,0,2,1,1
FL,13,H,M,3,G,A,S,1,11,3,12,2,6,5,0,4,1,1
GA,43,H,M,2,F,C,R,2,2,3,3,2,2,2,0,2,0,1
CA,34,H,M,1,F,A,T,1,10,8,8,10,6,6,0,2,0,2
other,18,H,M,3,F,A,S,2,2,3,11,2,5,5,0,3,0,1
CA,1,H,F,3,D,A,U,1,4,8,9,2,8,8,0,3,0,4
CA,35,H,F,3,G,B,T,1,1,11,11,1,8,8,0,3,1,1
other,45,U,F,3,F,D,R,2,2,4,4,2,2,2,0,2,0,1
other,53,H,M,3,F,D,R,3,1,2,2,1,1,0,0,2,1,1
CA,35,H,F,3,F,B,T,1,2,2,2,2,5,3,1,2,0,1
WA,42,H,F,3,F,D,R,1,4,7,9,4,4,4,0,3,0,2
MI,51,U,M,3,G,D,R,3,2,12,12,9,2,2,0,2,1,1
other,27,H,F,3,E,B,C,2,9,2,11,4,3,3,0,2,1,3
CA,1,H,M,3,G,A,U,1,2,9,11,1,7,7,1,3,0,4
CA,2,H,F,3,F,A,U,1,10,12,12,1,11,10,1,3,1,1
TX,49,H,F,3,F,A,R,2,2,4,4,2,3,3,0,3,0,1
NC,36,H,F,3,E,B,T,2,7,12,12,12,3,2,0,2,1,2
other,11,H,M,3,F,B,S,1,4,12,12,4,5,5,0,4,1,1
TX,15,H,F,3,G,A,S,1,1,4,1,4,4,4,0,3,1,4
GA,27,H,M,3,F,A,C,2,11,12,12,11,5,4,0,2,0,1
other,39,H,F,3,F,B,T,2,9,10,1,9,2,2,0,2,0,3
other,22,H,F,3,F,C,C,1,10,10,10,10,6,6,0,3,1,1
MI,35,H,F,3,F,B,T,1,9,7,2,9,4,3,0,3,1,4
FL,36,H,F,3,G,B,T,2,7,1,1,1,5,5,0,2,0,4
MI,40,U,F,3,F,A,T,2,2,2,2,2,4,3,0,3,1,1
CA,22,H,F,3,F,A,C,1,11,9,9,11,6,6,0,2,0,1
other,40,H,F,2,F,C,T,2,5,12,12,2,4,3,0,2,0,1
GA,44,U,F,3,F,A,R,2,8,5,8,5,3,2,0,2,1,2
TX,31,H,F,3,D,B,C,3,4,10,10,9,3,2,0,2,1,3
other,36,H,M,3,F,C,T,2,10,9,9,10,2,2,0,2,1,1
MI,45,H,F,3,F,D,R,2,2,10,8,2,3,2,0,2,1,2
GA,39,H,M,2,F,B,T,2,10,5,8,9,3,2,0,2,1,1
NC,47,U,M,2,F,C,R,2,7,7,7,7,2,1,0,2,1,1
TX,22,H,F,2,G,A,C,1,2,12,1,2,3,3,0,3,1,1
other,14,H,F,2,F,B,S,1,7,5,6,3,8,7,0,3,1,1
MI,18,H,M,3,F,A,S,2,1,9,9,1,6,5,2,3,0,1
CA,43,U,F,2,F,D,R,2,7,12,12,9,3,2,0,2,1,1
other,41,U,F,1,E,D,T,3,3,1,1,1,3,3,0,2,1,4
MI,35,H,M,3,F,A,T,1,4,7,10,4,5,4,1,4,1,2
GA,14,H,F,3,E,A,S,1,2,6,6,4,7,6,0,2,1,1
FL,50,H,M,2,F,B,R,3,1,12,12,1,2,2,0,4,0,1
other,47,H,F,3,F,D,R,2,11,11,11,11,2,1,0,2,0,1
WA,46,H,F,3,E,D,R,2,12,10,2,3,2,2,0,2,0,2
other,34,H,F,3,E,A,T,1,7,1,3,1,6,6,0,3,1,1
TX,35,U,M,2,E,B,T,1,4,12,7,11,4,3,0,4,0,2
other,20,H,F,3,D,A,S,2,1,3,3,1,5,5,0,2,1,4
CA,22,H,M,3,G,C,C,1,12,1,12,10,4,4,0,2,1,1
MI,40,U,F,3,G,B,T,2,4,4,4,1,5,4,0,3,1,1
FL,11,H,F,3,F,A,S,1,1,12,12,1,6,5,1,4,0,1
CA,12,H,F,3,G,A,S,1,11,2,2,11,10,10,1,4,1,1
WA,2,H,F,3,E,A,U,1,3,2,12,3,5,4,0,2,0,4
CA,25,H,F,3,F,B,C,2,9,12,9,9,6,6,0,2,0,4
TX,32,H,F,3,G,B,C,3,2,5,7,2,2,2,0,2,1,2
IL,45,U,F,3,E,D,R,2,1,10,11,1,2,2,0,2,1,3
IN,11,U,M,2,F,B,S,1,2,11,12,2,4,4,0,2,0,2
MO,24,H,F,3,F,A,C,1,1,1,1,1,7,5,1,2,0,1
CA,19,H,F,2,E,A,S,2,5,4,5,8,7,7,0,2,0,1
CA,27,U,M,2,G,B,C,2,3,4,4,3,7,6,0,2,0,1
IN,31,H,M,3,F,B,C,3,4,6,6,2,4,5,0,3,1,1
MI,45,U,M,3,E,C,R,2,1,12,12,1,3,2,0,2,1,3
FL,40,H,M,3,D,B,T,2,7,6,12,9,3,3,1,2,1,3
FL,48,H,F,2,F,C,R,2,8,1,1,8,3,3,0,2,1,2
FL,11,U,M,3,G,A,S,1,3,2,3,2,5,5,0,2,0,2
CA,7,H,F,3,D,A,U,2,7,10,3,2,7,7,0,2,0,4
IN,43,H,M,3,E,C,R,2,12,10,1,10,3,2,0,2,1,3
WI,16,U,M,1,F,B,S,2,3,9,9,10,3,3,6,3,1,1
IL,44,U,M,3,G,D,R,2,1,12,12,4,2,1,0,2,1,1
WI,39,H,F,3,F,D,T,2,2,2,2,2,3,3,0,3,1,1
IL,2,H,F,3,G,A,U,1,11,12,1,11,5,5,1,4,0,1
GA,36,H,F,2,E,D,T,2,1,12,2,2,2,2,0,2,0,2
other,12,U,M,1,F,B,S,1,6,1,11,11,4,5,0,2,1,4
other,43,H,F,3,F,D,R,2,12,3,6,2,2,1,0,2,1,1
IL,15,H,F,3,F,A,S,1,2,12,11,2,5,5,0,3,1,1
other,42,U,F,2,E,B,R,1,12,10,5,11,3,2,0,3,1,1
other,10,H,F,3,F,B,U,4,2,4,4,2,2,2,0,2,1,1
other,40,H,M,3,F,D,T,2,8,7,11,12,4,4,0,2,0,2
FL,23,H,F,2,G,B,C,1,1,3,11,1,4,4,0,2,1,1
MO,24,H,M,3,F,A,C,1,11,10,3,11,8,9,1,3,1,1
CA,9,H,F,3,G,A,U,3,10,9,9,9,5,6,0,2,0,1
FL,26,H,F,2,G,C,C,2,11,3,6,11,5,4,1,3,0,1
other,18,H,F,2,E,B,S,2,5,1,1,5,4,4,0,2,1,4
NC,44,U,F,3,F,C,R,2,11,10,1,11,3,2,0,3,1,3
other,24,H,F,3,E,B,C,1,10,6,6,1,11,11,0,4,1,1
FL,29,H,F,1,F,A,C,2,9,9,9,9,5,5,1,3,1,1
MI,43,H,M,3,E,D,R,2,10,4,12,10,2,2,0,2,0,2
WI,38,H,F,3,F,A,T,2,2,3,3,2,4,3,0,3,0,1
other,25,H,F,3,F,D,C,2,12,12,12,12,2,2,0,2,0,1
other,43,H,F,3,E,B,R,2,2,12,12,8,2,1,0,2,1,1
TX,17,H,F,3,E,B,S,2,10,1,3,9,4,4,0,1,0,3
other,25,H,F,2,F,D,C,2,12,12,2,1,3,1,0,2,0,4
other,12,H,F,1,E,B,S,1,3,12,12,10,4,4,0,3,0,2
IN,41,H,F,2,D,B,T,3,11,3,11,4,3,3,0,2,0,4
CA,11,U,F,1,E,B,S,1,11,12,11,8,4,5,0,3,1,1
IL,27,H,F,2,F,B,C,2,10,5,5,10,3,3,0,2,0,1
NC,51,H,M,3,E,B,R,3,7,4,12,11,2,1,0,2,1,1
WA,35,H,F,2,F,C,T,1,9,5,9,4,4,4,0,3,0,2
CA,3,H,F,3,F,A,U,1,2,2,2,2,9,9,1,3,0,1
other,43,H,F,3,E,C,R,2,12,12,1,1,3,3,0,2,0,3
other,17,U,F,2,G,A,S,2,11,12,12,11,4,5,0,3,1,1
IL,11,H,M,1,F,A,S,1,9,9,9,9,9,8,2,4,0,1
other,47,U,M,2,F,D,R,2,6,1,1,6,2,1,0,2,0,2
other,24,U,M,2,F,C,C,1,2,2,2,2,4,4,0,2,1,1
GA,41,H,F,2,F,D,T,3,9,12,12,9,1,1,0,2,0,3
other,28,H,F,3,G,B,C,2,1,1,1,1,1,1,0,2,1,1
TX,39,H,F,3,E,A,T,2,6,12,12,9,3,2,0,2,1,3
other,17,U,F,1,E,B,S,2,12,10,12,11,4,4,0,2,1,3
CA,29,H,F,2,F,A,C,2,3,2,2,3,4,4,2,2,1,1
MI,14,H,M,3,F,A,S,1,1,1,1,1,7,6,0,4,1,1
CA,20,H,M,3,F,A,S,2,2,6,6,2,6,6,0,2,1,1
FL,26,H,M,3,E,C,C,2,12,3,4,11,4,5,0,2,1,1
other,15,H,F,3,E,B,S,1,10,10,11,10,5,5,0,2,1,3
other,45,H,F,2,G,D,R,2,12,4,12,6,1,1,0,2,0,2
CA,7,H,M,2,E,A,U,2,1,5,12,1,8,8,1,0,0,3
MI,18,H,M,3,F,A,S,2,1,5,1,1,6,5,2,4,0,1
other,36,U,F,2,F,D,T,2,11,12,12,11,3,2,0,2,1,1
TX,42,U,M,2,G,C,R,1,12,4,4,3,4,3,0,2,1,1
WA,18,H,M,3,F,A,S,2,11,1,1,11,4,4,0,3,1,2
CA,6,H,F,3,F,A,U,2,7,11,3,9,6,6,0,2,0,3
WA,30,U,F,2,G,A,C,3,9,9,9,9,5,5,0,3,0,1
NC,25,U,M,3,F,B,C,2,6,6,6,6,6,6,0,3,0,1
other,39,H,F,3,E,B,T,2,11,7,8,9,2,2,0,2,1,1
IL,3,H,F,3,E,A,U,1,3,11,2,3,0,0,0,0,0,4
TX,35,H,M,3,E,A,T,1,11,2,3,9,4,3,0,0,1,4
MI,16,U,F,1,D,A,S,2,11,8,1,10,7,7,1,3,0,4
other,40,H,F,2,F,C,R,2,2,9,12,10,2,2,0,2,0,2
FL,48,H,M,3,D,C,R,2,2,4,12,2,3,2,0,2,1,3
MI,11,U,other,2,E,B,S,1,5,5,1,5,4,4,0,3,1,1
WA,36,H,F,3,E,C,T,2,12,11,3,12,3,3,0,2,0,2
NC,11,H,M,3,G,B,S,1,11,11,3,9,5,5,0,2,1,2
other,12,H,F,2,F,B,S,1,3,12,9,12,3,2,0,2,0,2
other,27,U,F,1,F,C,C,2,11,2,2,11,4,3,0,2,0,4
other,49,H,F,2,F,C,R,2,10,6,10,6,2,3,0,4,0,2
MO,43,H,M,3,D,D,R,2,10,2,1,10,2,1,0,2,1,4
other,16,H,M,3,F,B,S,2,2,4,4,2,4,3,0,2,0,1
CA,3,H,F,3,G,A,U,1,1,12,12,1,7,7,1,2,1,1
FL,28,H,M,3,G,D,C,2,5,12,12,9,4,3,0,2,0,4
other,51,H,F,3,E,D,R,3,4,12,12,4,1,1,0,2,0,2
other,31,H,M,3,F,B,C,3,11,12,1,11,3,3,0,1,1,1
CA,26,H,M,3,F,A,C,2,10,5,5,10,5,5,1,3,0,1
FL,8,H,other,2,D,A,U,3,11,5,3,11,4,4,1,1,1,4
MI,10,U,F,2,F,A,U,4,6,3,3,6,3,2,0,3,0,2
WI,40,U,F,1,G,D,T,2,6,1,3,8,4,3,0,3,1,1
other,33,H,F,2,E,B,C,3,6,1,5,12,3,3,0,2,0,1
IN,20,H,F,2,F,B,S,2,12,7,12,7,3,3,0,2,0,2
other,53,H,F,3,E,D,R,3,12,7,2,9,2,1,0,2,0,4
NC,23,H,M,3,F,C,C,1,9,10,10,9,4,4,1,2,0,2
FL,33,H,M,1,E,C,C,3,2,9,12,8,4,4,1,2,1,3
other,20,U,M,1,F,A,S,2,7,1,1,3,4,4,0,2,1,1
CA,13,H,F,3,G,A,S,1,12,3,3,11,9,9,0,3,0,1
MO,28,H,F,3,F,C,C,2,1,3,6,1,3,2,0,1,1,2
IN,49,H,F,2,E,D,R,2,6,7,12,10,2,2,1,3,0,4
other,5,H,F,3,F,A,U,2,6,3,3,11,4,4,0,2,1,1
other,27,U,F,2,G,C,C,2,10,10,10,10,3,4,0,2,0,1
other,17,H,M,1,F,B,S,2,9,9,9,9,4,4,0,3,1,1
WA,16,H,M,3,E,A,S,2,9,2,2,9,4,4,0,2,1,3
other,44,H,F,2,G,C,R,2,12,4,4,12,2,2,0,1,0,1
WA,11,H,M,3,G,A,S,1,11,3,3,12,5,4,0,2,1,1
CA,5,H,M,3,G,A,U,2,9,12,12,9,9,9,0,2,1,1
other,53,H,M,3,E,D,R,3,2,3,12,12,2,2,0,1,1,1
FL,24,H,F,1,G,B,C,1,1,6,12,1,3,3,0,2,1,2
FL,8,H,F,2,E,A,U,3,1,11,12,1,3,3,1,2,0,1
other,48,U,M,1,F,D,R,2,12,7,2,10,2,1,0,2,1,3
IN,44,H,F,3,F,C,R,2,6,12,12,1,4,4,1,2,0,3
other,51,H,F,3,F,C,R,3,5,11,11,10,2,1,0,3,0,1
MI,40,H,F,3,G,A,T,2,3,1,1,3,4,4,0,3,0,1
other,39,H,F,3,F,C,T,2,3,12,12,3,4,4,0,1,1,1
other,44,U,M,2,D,D,R,2,8,2,2,8,2,1,0,2,1,3
other,51,U,other,3,E,D,R,3,3,9,1,7,2,2,0,2,1,1
NC,28,H,M,3,E,B,C,2,9,10,1,1,3,3,1,3,0,4
FL,23,H,M,3,F,B,C,1,11,12,2,8,4,3,0,2,0,2
NC,43,H,F,2,F,B,R,2,1,6,6,1,2,1,0,2,0,1
other,45,U,M,3,F,D,R,2,2,8,8,2,2,2,1,2,1,1
other,44,H,F,3,F,D,R,2,11,4,4,1,2,0,0,2,1,1
CA,16,H,M,3,F,A,S,2,2,2,2,2,6,6,0,2,1,1
MO,53,H,F,3,F,D,R,3,7,9,9,4,2,2,0,2,0,1
NC,42,H,M,2,F,B,R,1,10,12,12,9,3,2,0,2,1,1
CA,35,H,F,2,E,B,T,1,10,9,6,10,8,8,0,3,0,2
other,17,H,M,2,D,C,S,2,7,8,7,8,4,4,0,3,0,4
FL,23,H,M,3,F,B,C,1,10,9,11,10,6,4,1,3,1,3
TX,36,H,M,3,D,A,T,2,5,9,11,9,3,3,0,2,1,3
IN,31,U,F,3,F,C,C,3,4,6,2,4,4,4,1,2,1,2
CA,11,H,M,3,F,A,S,1,12,1,12,1,7,8,0,2,1,1
MI,32,H,M,1,F,B,C,3,12,11,11,12,4,3,1,3,1,2
CA,2,H,M,3,F,B,U,1,11,1,1,11,4,2,0,0,1,1
FL,35,H,M,3,F,B,T,1,12,7,12,1,4,4,0,2,1,2
TX,11,U,F,2,E,B,S,1,5,9,12,1,3,4,0,3,0,4
TX,5,H,M,1,E,A,U,2,12,8,1,9,5,5,0,2,1,4
CA,5,H,F,1,F,A,U,2,2,2,12,12,8,8,0,2,1,4
other,38,U,M,1,F,B,T,2,11,12,4,6,3,4,0,2,0,1
other,27,H,M,3,F,C,C,2,6,2,1,1,3,3,0,2,1,2
other,43,H,F,3,G,D,R,2,2,2,2,2,2,2,0,2,0,1
WA,18,H,F,3,G,A,S,2,8,4,8,10,5,5,0,2,0,1
MI,12,H,F,3,F,A,S,1,1,1,1,1,5,6,0,3,1,1
other,11,U,F,2,E,B,S,1,7,2,7,9,4,4,1,3,1,1
other,53,H,F,3,F,D,R,3,6,9,2,6,2,2,0,1,0,4
NC,50,U,F,2,F,D,R,3,1,12,12,1,2,2,0,2,0,1
GA,13,H,F,3,F,A,S,1,2,2,2,2,3,2,0,0,1,1
MI,16,H,M,3,G,B,S,2,4,12,12,4,2,2,0,3,1,1
FL,37,H,F,2,E,C,T,2,4,4,4,3,5,4,0,2,0,1
NC,11,H,F,3,F,B,S,1,4,6,11,12,5,5,0,2,1,3
FL,7,H,F,3,E,A,U,2,11,2,1,1,4,4,2,2,1,3
other,18,H,F,3,F,B,S,2,3,12,12,3,4,4,0,0,0,1
other,24,H,M,3,F,B,C,1,11,10,11,10,6,5,0,4,1,2
TX,44,H,F,3,E,D,R,2,2,5,11,2,3,2,0,3,1,3
CA,9,H,M,3,F,A,U,3,1,1,1,1,5,4,0,2,0,1
other,11,H,M,3,F,B,S,1,2,5,12,2,3,3,0,2,1,3
FL,5,H,F,3,F,A,U,2,11,1,1,11,0,0,0,0,0,2
IN,8,H,F,3,F,B,U,3,2,12,1,2,2,2,0,3,1,3
other,51,U,M,2,D,C,R,3,3,3,3,10,1,1,0,2,1,4
other,35,U,F,2,D,B,T,1,3,1,3,11,3,3,0,2,1,4
other,38,H,F,3,E,B,T,2,12,8,8,9,3,3,0,2,1,2
WI,40,U,F,2,E,B,R,2,4,12,10,4,4,3,0,3,1,3
other,53,H,M,3,E,D,R,3,9,12,3,1,1,1,0,2,0,1
FL,33,H,F,3,E,C,C,3,9,10,10,10,3,3,1,1,1,1
TX,24,H,M,3,F,A,C,1,2,2,2,2,11,5,1,4,1,1
GA,49,H,M,1,G,A,R,2,5,12,2,1,4,4,0,2,0,3
CA,1,U,F,2,D,A,U,1,2,11,11,2,5,6,1,0,0,4
MI,40,H,F,2,F,A,T,2,2,11,11,2,4,3,1,4,1,1
CA,2,H,F,2,F,A,U,1,5,12,12,12,6,6,0,3,0,2
TX,35,H,M,3,F,A,T,1,9,12,12,9,4,4,0,3,0,1
other,27,H,F,3,E,C,C,2,11,6,11,1,3,2,0,2,0,4
NC,37,H,F,2,E,D,T,2,1,12,3,1,3,3,0,2,1,3
other,44,U,F,2,E,D,R,2,12,4,4,9,3,2,0,2,0,1
MO,35,H,M,3,D,B,T,1,3,9,3,6,5,4,0,2,1,4
CA,8,H,F,3,E,A,U,3,7,12,12,11,7,7,0,2,1,1
other,32,U,F,3,F,B,C,3,4,4,4,4,1,1,0,0,1,1
FL,11,U,M,1,E,A,S,1,2,5,11,2,5,7,0,4,0,3
WA,17,H,M,3,F,A,S,2,10,10,10,10,4,5,0,2,1,1
MI,21,U,F,3,F,B,S,3,4,5,2,4,5,4,0,3,1,2
other,47,H,M,3,E,C,R,2,9,12,2,9,1,1,0,2,1,3
other,39,U,F,2,G,D,T,2,8,3,1,8,2,2,0,1,1,1
CA,12,H,M,3,E,B,S,1,9,3,2,1,6,6,0,3,1,3
NC,35,H,F,3,F,B,T,1,1,8,2,1,5,4,0,2,1,4
TX,43,H,M,2,D,D,R,2,9,5,8,3,2,2,0,2,0,4
IN,32,H,M,3,F,A,C,3,10,2,2,10,2,2,0,4,0,2
CA,6,H,F,3,F,A,U,2,8,2,2,1,8,8,1,2,1,2
NC,40,H,F,2,G,C,T,2,12,10,12,10,5,5,2,3,0,2
NC,36,U,F,2,G,D,T,2,10,10,10,10,2,2,0,2,0,1
other,43,H,F,3,G,D,R,2,3,4,5,2,3,3,0,2,1,1
NC,41,H,other,3,E,B,T,3,3,7,2,12,2,2,0,2,1,3
FL,47,U,M,2,F,D,R,2,7,4,9,7,2,1,0,4,0,2
IN,27,H,F,2,F,C,C,2,2,7,7,2,3,3,0,2,0,1
other,43,H,F,3,E,D,R,2,2,4,12,11,1,1,0,2,1,2
other,24,H,M,2,G,C,C,1,10,12,12,7,6,7,0,3,0,1
other,21,H,F,3,F,B,S,3,9,2,2,9,6,5,0,0,1,2
CA,13,U,M,3,F,A,S,1,9,9,8,2,13,10,0,4,0,1
CA,36,H,F,3,F,D,T,2,2,2,2,2,3,3,0,2,1,1
other,48,H,M,3,G,D,R,2,1,1,10,1,2,2,0,2,1,3
MO,51,H,F,3,F,D,R,3,9,4,12,1,1,1,0,2,0,1
CA,8,H,F,3,F,A,U,3,10,4,4,10,8,8,0,2,1,1
WI,51,U,F,2,F,D,R,3,9,1,1,9,2,1,0,2,0,1
CA,9,H,M,3,F,A,U,3,11,8,11,1,8,8,0,5,0,2
CA,12,H,M,3,G,B,S,1,7,10,10,6,7,6,0,2,0,3
other,31,H,other,1,F,B,C,3,7,8,4,11,4,4,0,2,0,1
other,41,U,F,2,F,C,T,3,9,10,1,9,1,1,0,1,0,1
MI,42,U,F,3,F,D,R,1,3,12,3,9,4,3,0,2,1,2
MI,11,U,F,1,D,A,S,1,12,10,12,10,5,5,1,3,1,3
CA,12,H,M,2,G,A,S,1,12,7,2,12,9,9,0,2,0,2
other,47,H,F,2,G,D,R,2,11,1,1,11,1,1,0,2,0,1
CA,23,H,F,3,F,A,C,1,5,10,10,1,8,7,2,4,1,1
FL,11,H,M,2,G,A,S,1,11,7,7,11,5,6,1,4,0,1
IN,36,H,M,3,E,D,T,2,3,3,10,1,2,2,0,2,1,2
CA,13,H,F,3,F,A,S,1,1,10,10,1,7,8,1,3,0,1
TX,11,H,M,3,G,A,S,1,12,7,7,11,4,4,0,2,1,2
NC,46,H,M,3,G,C,R,2,12,11,11,12,2,2,0,2,0,2
MI,18,H,F,3,E,A,S,2,1,11,3,1,4,3,1,3,1,3
WA,27,H,M,2,F,C,C,2,7,1,1,10,3,3,0,2,0,1
TX,42,U,F,2,G,B,R,1,12,2,12,2,4,5,0,3,0,3
FL,10,H,F,3,G,A,U,4,2,12,12,1,4,4,0,2,0,2
CA,20,U,M,3,E,A,S,2,6,9,9,2,6,7,0,2,0,3
other,21,U,other,2,E,A,S,3,11,9,2,3,4,5,0,5,0,3
IN,14,H,F,3,F,B,S,1,7,3,10,4,4,4,0,3,0,1
other,51,H,F,3,E,D,R,3,7,12,3,4,1,0,0,2,0,3
other,36,H,M,3,F,B,T,2,3,3,10,3,4,4,0,3,0,4
other,16,U,F,3,F,A,S,2,3,12,1,3,6,5,0,2,1,3
other,51,U,M,3,F,D,R,3,4,4,4,4,1,1,0,1,1,1
MI,40,H,M,3,E,B,T,2,7,12,1,9,4,4,1,3,1,1
FL,43,U,M,2,F,D,R,2,11,10,9,10,2,2,0,1,1,1
CA,22,H,M,3,F,A,C,1,12,11,11,12,8,8,0,4,0,1
WI,24,H,M,3,F,C,C,1,2,11,3,2,4,3,0,4,1,3
other,29,U,F,2,F,B,C,2,9,4,4,11,5,6,0,2,1,1
MI,25,H,F,3,G,A,C,2,7,1,2,9,5,5,1,4,0,3
CA,17,H,F,3,F,A,S,2,12,12,5,12,7,7,0,2,0,1
other,28,U,F,3,E,D,C,2,3,11,1,5,2,2,0,2,1,2
other,28,H,M,3,F,C,C,2,10,12,12,1,4,3,0,2,1,3
other,5,H,M,3,E,B,U,2,10,4,7,10,4,4,0,2,0,3
MI,33,U,M,2,F,D,C,3,1,11,11,1,2,2,0,2,1,1
GA,5,H,F,3,F,A,U,2,12,4,1,9,4,4,0,2,1,2
CA,19,H,other,2,E,A,S,2,1,6,1,1,6,6,0,1,1,2
other,46,H,M,3,G,B,R,2,11,4,5,11,3,3,0,2,0,1
IN,42,U,M,1,D,B,R,1,5,1,10,1,3,2,0,2,1,4
other,25,H,M,3,F,B,C,2,7,3,9,8,4,4,0,0,1,3
CA,6,H,F,2,F,A,U,2,11,11,2,11,8,8,0,2,1,4
IL,20,U,M,2,F,A,S,2,3,8,9,3,4,4,0,3,1,3
TX,45,U,F,3,F,D,R,2,6,1,1,9,3,2,0,1,0,2
IN,38,H,F,3,E,D,T,2,12,2,2,10,2,2,0,2,0,3
other,26,U,F,3,F,C,C,2,1,9,9,1,4,4,0,3,1,1
IL,30,H,F,3,F,B,C,3,5,9,11,8,2,2,0,2,1,1
CA,8,H,M,3,E,A,U,3,10,9,3,10,9,8,0,2,0,4
other,45,U,F,3,F,D,R,2,1,11,12,1,2,2,0,2,1,2
CA,13,H,M,3,F,A,S,1,8,1,12,4,11,10,1,2,1,3
other,49,H,F,3,F,A,R,2,9,6,6,9,4,4,0,2,1,1
IL,13,H,M,3,F,A,S,1,2,12,12,2,7,5,0,4,1,1
FL,23,U,F,1,D,A,C,1,12,11,12,9,4,4,1,3,1,3
NC,27,H,M,3,F,B,C,2,8,6,6,4,2,2,0,2,1,1
other,30,H,F,2,G,B,C,3,11,5,12,11,3,3,0,2,0,3
WA,27,H,F,3,F,A,C,2,2,2,2,2,5,5,0,2,0,1
MO,53,U,M,3,E,D,R,3,3,12,3,3,2,1,0,2,1,4
other,49,U,F,3,F,D,R,2,7,7,7,7,2,2,0,3,1,1
FL,8,H,M,3,G,A,U,3,2,2,2,2,4,3,0,2,0,1
FL,23,H,F,3,F,B,C,1,3,3,12,3,5,5,0,3,1,1
FL,15,H,M,3,F,A,S,1,1,6,11,1,6,6,0,4,0,3
other,27,H,F,2,F,C,C,2,3,8,8,2,3,3,0,2,0,1
NC,44,H,M,3,F,B,R,2,3,4,4,3,3,2,0,2,1,1
IN,35,H,M,3,G,B,T,1,1,12,12,9,6,5,1,3,1,2
